"model","MAPE_test","RMSE_test","MAE_test","MASE_test","RMSE_train","MASE_train","fitdf","lb_pvalue_12","lb_pvalue_16","lb_pass","n_lags_out_12","n_lags_out_16","mase_gap_pct","within_10pct","rmse_ratio","within_1_3x","direction","mape_gap_pct"
"SARIMA(0,1,2)(1,0,0)[12]",5.08,358714,297962,0.331,327190,0.264,3,0.4111,0.4685,TRUE,1,1,20.4,FALSE,1.096,TRUE,"test worse",6.6
